system:index,COAST,DIST_MAIN,DIST_SINK,Date,ENDO,HYBAS_ID,MAIN_BAS,NEXT_DOWN,NEXT_SINK,ORDER,PFAF_ID,SORT,SUB_AREA,UP_AREA,containedIn,max,mean,median,min,.geo
20020401_20020430_00000000000000000080,0,110.2,110.2,2002-04-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,8.727686882019043,7.394141259556863,7.268984317779541,6.571666240692139,
20020401_20020430_00000000000000000081,0,285.3,285.3,2002-04-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,10.042716026306152,8.186489256945624,8.602914810180664,4.889328956604004,
20020401_20020430_00000000000000000082,0,490.0,490.0,2002-04-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,10.251301765441895,9.9940229076375,10.10805416107178,7.553943634033203,
20020401_20020430_00000000000000000083,0,793.5,793.5,2002-04-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,10.117609024047852,7.446351303281843,7.621009826660156,4.126672267913818,
20020401_20020430_000000000000000000b1,0,110.3,110.3,2002-04-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,7.268984317779541,5.054865047758177,5.128925323486328,2.79638934135437,
20020401_20020430_000000000000000000b2,0,285.4,285.4,2002-04-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,7.963803768157959,5.545076921906471,5.7414183616638175,3.2479770183563232,
20020401_20020430_000000000000000000b3,0,489.9,489.9,2002-04-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,16.842836380004883,11.120469705340561,10.297855753887607,7.661945343017578,
20020401_20020430_000000000000000000b4,0,793.3,793.3,2002-04-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,10.299860000610352,9.5936946114183,9.473938941955568,7.621009826660156,
20020401_20020430_0000000000000000007f,0,0.0,0.0,2002-04-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,8.048514366149902,7.289212637072383,7.32072162628174,5.922061443328857,
20020501_20020518_00000000000000000080,0,110.2,110.2,2002-05-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,5.826013565063477,4.124224488733308,3.8923988342285156,3.1716065406799316,
20020501_20020518_00000000000000000081,0,285.3,285.3,2002-05-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,7.276273250579834,5.10306349631179,5.211045742034912,3.317729949951172,
20020501_20020518_00000000000000000082,0,490.0,490.0,2002-05-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,8.54509449005127,7.366202765662456,7.597705364227295,4.876554012298584,
20020501_20020518_00000000000000000083,0,793.5,793.5,2002-05-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,8.364426612854004,6.1014947254949945,6.124456405639648,3.1293222904205322,
20020501_20020518_000000000000000000b1,0,110.3,110.3,2002-05-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,3.8923988342285156,2.2548742764493968,2.2712361812591553,1.126665472984314,
20020501_20020518_000000000000000000b2,0,285.4,285.4,2002-05-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,4.573492527008057,3.103550624598105,2.9281880855560303,1.6300474405288696,
20020501_20020518_000000000000000000b3,0,489.9,489.9,2002-05-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,15.47443675994873,9.942421853337457,9.761493682861328,5.177541255950928,
20020501_20020518_000000000000000000b4,0,793.3,793.3,2002-05-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,7.8861541748046875,7.237721569686358,7.281071662902834,6.124456405639648,
20020501_20020518_0000000000000000007f,0,0.0,0.0,2002-05-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,5.177541255950928,4.309791494044204,4.452185630798339,2.42413592338562,
20020801_20020831_00000000000000000080,0,110.2,110.2,2002-08-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,-8.422910690307617,-8.724826819205605,-8.698031425476074,-9.164341926574707,
20020801_20020831_00000000000000000081,0,285.3,285.3,2002-08-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,-8.119303703308105,-8.903297708022604,-9.047396659851074,-9.347755432128906,
20020801_20020831_00000000000000000082,0,490.0,490.0,2002-08-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,-8.349149703979492,-8.964741073084177,-9.066733360290526,-9.347755432128906,
20020801_20020831_00000000000000000083,0,793.5,793.5,2002-08-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,-5.6226959228515625,-7.549625944614108,-7.604056835174565,-9.10190486907959,
20020801_20020831_000000000000000000b1,0,110.3,110.3,2002-08-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,-7.442394256591797,-8.019951772216526,-8.0543212890625,-8.698031425476074,
20020801_20020831_000000000000000000b2,0,285.4,285.4,2002-08-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,-7.693383693695068,-8.27460180828242,-8.281733512878418,-8.909699440002441,
20020801_20020831_000000000000000000b3,0,489.9,489.9,2002-08-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,-5.9596171379089355,-7.841458459813741,-7.720149517059326,-9.347755432128906,
20020801_20020831_000000000000000000b4,0,793.3,793.3,2002-08-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,-7.650312900543213,-8.306544260004793,-8.329363822937006,-9.078436851501465,
20020801_20020831_0000000000000000007f,0,0.0,0.0,2002-08-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,-8.094162940979004,-8.620054438879091,-8.615285873413086,-8.927613258361816,
20020901_20020930_00000000000000000080,0,110.2,110.2,2002-09-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,-9.955245018005371,-10.276262668569196,-10.252323150634766,-10.692292213439941,
20020901_20020930_00000000000000000081,0,285.3,285.3,2002-09-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,-10.324440956115723,-10.709294334803337,-10.74446392059326,-11.07913875579834,
20020901_20020930_00000000000000000082,0,490.0,490.0,2002-09-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,-10.5463228225708,-10.939588580110527,-11.021363258361815,-11.07913875579834,
20020901_20020930_00000000000000000083,0,793.5,793.5,2002-09-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,-9.128241539001465,-10.16634379330177,-10.19090461730957,-11.038493156433105,
20020901_20020930_000000000000000000b1,0,110.3,110.3,2002-09-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,-9.074258804321289,-9.641482932405212,-9.678317070007324,-10.252323150634766,
20020901_20020930_000000000000000000b2,0,285.4,285.4,2002-09-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,-9.524775505065918,-10.163827562452742,-10.204818725585932,-10.567048072814941,
20020901_20020930_000000000000000000b3,0,489.9,489.9,2002-09-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,-8.546920776367188,-10.11082271025504,-10.131590843200684,-11.028246879577637,
20020901_20020930_000000000000000000b4,0,793.3,793.3,2002-09-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,-10.329081535339355,-10.732061919967153,-10.741317749023436,-11.038493156433105,
20020901_20020930_0000000000000000007f,0,0.0,0.0,2002-09-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,-9.619226455688477,-10.199645662372358,-10.215744972229004,-10.46842098236084,
20021001_20021031_00000000000000000080,0,110.2,110.2,2002-10-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,-10.17209529876709,-10.703896406446143,-10.700326919555664,-11.334525108337402,
20021001_20021031_00000000000000000081,0,285.3,285.3,2002-10-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,-11.207833290100098,-11.728642476558555,-11.735097885131845,-12.366371154785156,
20021001_20021031_00000000000000000082,0,490.0,490.0,2002-10-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,-11.727725982666016,-12.332964728294805,-12.366371154785156,-12.590781211853027,
20021001_20021031_00000000000000000083,0,793.5,793.5,2002-10-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,-9.852805137634277,-11.838469558216293,-12.075716094950536,-12.590781211853027,
20021001_20021031_000000000000000000b1,0,110.3,110.3,2002-10-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,-9.63659954071045,-10.19633911105893,-10.266539573669434,-11.114093780517578,
20021001_20021031_000000000000000000b2,0,285.4,285.4,2002-10-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,-10.642847061157227,-11.145987457359924,-11.114093780517582,-11.909555435180664,
20021001_20021031_000000000000000000b3,0,489.9,489.9,2002-10-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,-10.025581359863281,-11.2083634777529,-11.334288511137132,-12.50156021118164,
20021001_20021031_000000000000000000b4,0,793.3,793.3,2002-10-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,-12.151228904724121,-12.429696582509246,-12.501560211181639,-12.590781211853027,
20021001_20021031_0000000000000000007f,0,0.0,0.0,2002-10-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,-9.63659954071045,-10.440201058136276,-10.416813850402834,-10.892590522766113,
20021101_20021130_00000000000000000080,0,110.2,110.2,2002-11-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,-9.386420249938965,-9.780175600727828,-9.788482666015625,-10.252111434936523,
20021101_20021130_00000000000000000081,0,285.3,285.3,2002-11-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,-10.012819290161133,-10.45538148423517,-10.482529640197754,-11.093523979187012,
20021101_20021130_00000000000000000082,0,490.0,490.0,2002-11-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,-10.511459350585938,-11.069101594218239,-11.09352397918701,-11.216422080993652,
20021101_20021130_00000000000000000083,0,793.5,793.5,2002-11-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,-7.097785949707031,-9.517150069311013,-9.712576866149902,-11.171850204467773,
20021101_20021130_000000000000000000b1,0,110.3,110.3,2002-11-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,-8.79996395111084,-9.201966666449056,-9.277262687683105,-9.788482666015625,
20021101_20021130_000000000000000000b2,0,285.4,285.4,2002-11-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,-9.268523216247559,-9.849376296474727,-9.788482666015627,-10.291786193847656,
20021101_20021130_000000000000000000b3,0,489.9,489.9,2002-11-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,-8.884535789489746,-10.144826389985223,-10.14737922713057,-11.216422080993652,
20021101_20021130_000000000000000000b4,0,793.3,793.3,2002-11-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,-9.782198905944824,-10.762601190807558,-10.70024013519287,-11.216422080993652,
20021101_20021130_0000000000000000007f,0,0.0,0.0,2002-11-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,-8.937230110168457,-9.534383175736322,-9.499977111816406,-9.89013957977295,
20021201_20021231_00000000000000000080,0,110.2,110.2,2002-12-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,-6.797008037567139,-7.234482244801897,-7.38406229019165,-7.595548152923584,
20021201_20021231_00000000000000000081,0,285.3,285.3,2002-12-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,-6.964932441711426,-7.750420241519079,-7.770535945892334,-8.162694931030273,
20021201_20021231_00000000000000000082,0,490.0,490.0,2002-12-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,-6.270162105560303,-7.328071422166497,-7.236780537955599,-8.162694931030273,
20021201_20021231_00000000000000000083,0,793.5,793.5,2002-12-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,-5.798150539398193,-7.619246192623614,-7.8836565017700195,-8.263045310974121,
20021201_20021231_000000000000000000b1,0,110.3,110.3,2002-12-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,-6.856795787811279,-7.150370185177119,-7.147048473358155,-7.532778263092041,
20021201_20021231_000000000000000000b2,0,285.4,285.4,2002-12-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,-7.096865177154541,-7.577978568803592,-7.532778263092041,-7.9932475090026855,
20021201_20021231_000000000000000000b3,0,489.9,489.9,2002-12-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,-5.297875881195068,-6.122529130483473,-6.061342716217041,-7.7186431884765625,
20021201_20021231_000000000000000000b4,0,793.3,793.3,2002-12-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,-7.2384161949157715,-7.864523872737361,-7.869544506072997,-8.263045310974121,
20021201_20021231_0000000000000000007f,0,0.0,0.0,2002-12-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,-6.3911590576171875,-6.736213154936396,-6.603083133697511,-7.38406229019165,
20030101_20030131_00000000000000000080,0,110.2,110.2,2003-01-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,-1.0263999700546265,-1.6715654555523782,-1.8008965253829956,-1.9560736417770386,
20030101_20030131_00000000000000000081,0,285.3,285.3,2003-01-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,-0.5204858183860779,-1.4397663105237695,-1.4013161659240723,-1.9386234283447266,
20030101_20030131_00000000000000000082,0,490.0,490.0,2003-01-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,-0.25271615386009216,-0.6043638298824862,-0.5204858183860779,-1.6938616037368774,
20030101_20030131_00000000000000000083,0,793.5,793.5,2003-01-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,-0.7214385271072388,-2.3870556019037648,-2.4366157054901123,-3.491405487060547,
20030101_20030131_000000000000000000b1,0,110.3,110.3,2003-01-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,-1.7142080068588257,-2.0934810050859642,-2.1017487049102788,-2.352640151977539,
20030101_20030131_000000000000000000b2,0,285.4,285.4,2003-01-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,-1.6072489023208618,-1.8605908195535792,-1.8008965253829958,-2.1017487049102783,
20030101_20030131_000000000000000000b3,0,489.9,489.9,2003-01-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,-0.25271615386009216,-0.9672082641669066,-0.7728924739587488,-3.3823955059051514,
20030101_20030131_000000000000000000b4,0,793.3,793.3,2003-01-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,-0.4084109365940094,-1.5257790367826294,-1.8202387094497667,-2.7442901134490967,
20030101_20030131_0000000000000000007f,0,0.0,0.0,2003-01-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,-1.1835353374481201,-1.4095332855401423,-1.3068875074386597,-2.0577666759490967,
20030201_20030228_00000000000000000080,0,110.2,110.2,2003-02-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,2.9101696014404297,2.0356696231954885,1.8299391269683838,1.7305396795272827,
20030201_20030228_00000000000000000081,0,285.3,285.3,2003-02-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,3.2562386989593506,2.1904688835382973,2.117429733276367,1.750814437866211,
20030201_20030228_00000000000000000082,0,490.0,490.0,2003-02-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,3.8825950622558594,3.110438984839863,3.2562386989593506,2.0234038829803467,
20030201_20030228_00000000000000000083,0,793.5,793.5,2003-02-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,4.63906717300415,3.1898254618634336,3.0166280269622803,2.0234038829803467,
20030201_20030228_000000000000000000b1,0,110.3,110.3,2003-02-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,2.727219820022583,1.8505678837553998,1.654237389564515,1.6135742664337158,
20030201_20030228_000000000000000000b2,0,285.4,285.4,2003-02-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,2.7171974182128906,2.0718749313647997,1.8299391269683838,1.6542373895645142,
20030201_20030228_000000000000000000b3,0,489.9,489.9,2003-02-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,4.156909942626953,2.2999286007574518,3.1084821224212646,-1.198950171470642,
20030201_20030228_000000000000000000b4,0,793.3,793.3,2003-02-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,3.330371618270874,2.4814558695806777,2.4124372005462655,2.2446019649505615,
20030201_20030228_0000000000000000007f,0,0.0,0.0,2003-02-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,2.7718665599823,2.4908921215313256,2.6456401348114014,1.6801824569702148,
20030301_20030331_00000000000000000080,0,110.2,110.2,2003-03-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,5.9830851554870605,4.862882155466771,4.739602565765381,4.203927040100098,
20030301_20030331_00000000000000000081,0,285.3,285.3,2003-03-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,7.344554424285889,5.687565925292454,5.774747848510742,4.238278388977051,
20030301_20030331_00000000000000000082,0,490.0,490.0,2003-03-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,8.526691436767578,7.437004689564807,7.448729991912843,5.532962322235107,
20030301_20030331_00000000000000000083,0,793.5,793.5,2003-03-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,7.278509616851807,5.21114272109909,5.496591091156006,2.7718446254730225,
20030301_20030331_000000000000000000b1,0,110.3,110.3,2003-03-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,4.739602565765381,3.5115921994999577,3.5701942443847656,2.465548276901245,
20030301_20030331_000000000000000000b2,0,285.4,285.4,2003-03-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,5.266642093658447,4.166151567638341,4.083896160125733,2.916980266571045,
20030301_20030331_000000000000000000b3,0,489.9,489.9,2003-03-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,8.803671836853027,7.367189926717398,7.930417835678301,2.198168992996216,
20030301_20030331_000000000000000000b4,0,793.3,793.3,2003-03-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,7.67549467086792,6.963133050351483,6.84024667739868,5.692838191986084,
20030301_20030331_0000000000000000007f,0,0.0,0.0,2003-03-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,5.463191986083984,4.871167898307338,4.9302897453308105,3.664564847946167,
20030401_20030430_00000000000000000080,0,110.2,110.2,2003-04-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,7.201414585113525,6.247638505876973,6.2568488121032715,5.5281267166137695,
20030401_20030430_00000000000000000081,0,285.3,285.3,2003-04-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,8.83862018585205,7.516211645456204,7.550094127655029,6.165616035461426,
20030401_20030430_00000000000000000082,0,490.0,490.0,2003-04-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,9.885719299316406,9.015953775682531,9.13520336151123,7.647224426269531,
20030401_20030430_00000000000000000083,0,793.5,793.5,2003-04-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,9.812838554382324,7.394521470864625,7.64722442626953,3.689342498779297,
20030401_20030430_000000000000000000b1,0,110.3,110.3,2003-04-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,6.2568488121032715,5.319394414459775,5.5281267166137695,4.652329921722412,
20030401_20030430_000000000000000000b2,0,285.4,285.4,2003-04-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,7.174817085266113,6.165690618337841,6.140640735626219,5.078037738800049,
20030401_20030430_000000000000000000b3,0,489.9,489.9,2003-04-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,12.953543663024902,10.54681667638934,10.878864288330078,6.452716827392578,
20030401_20030430_000000000000000000b4,0,793.3,793.3,2003-04-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,9.519926071166992,9.210294732571757,9.24145793914795,8.12122917175293,
20030401_20030430_0000000000000000007f,0,0.0,0.0,2003-04-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,6.452716827392578,5.737202332889441,5.635953903198243,4.764413833618164,
20030501_20030521_00000000000000000080,0,110.2,110.2,2003-05-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,4.9215617179870605,2.9505428908539906,2.7391390800476074,1.7474030256271362,
20030501_20030521_00000000000000000081,0,285.3,285.3,2003-05-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,7.562224864959717,4.746782390862086,4.821002137139402,2.836156129837036,
20030501_20030521_00000000000000000082,0,490.0,490.0,2003-05-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,9.168423652648926,7.898703373011387,8.25119686126709,4.827920436859131,
20030501_20030521_00000000000000000083,0,793.5,793.5,2003-05-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,8.943665504455566,6.107336281823143,6.084126949310307,3.6787109375,
20030501_20030521_000000000000000000b1,0,110.3,110.3,2003-05-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,2.7391390800476074,0.9120992758711385,0.8687645196914673,-0.06938296556472778,
20030501_20030521_000000000000000000b2,0,285.4,285.4,2003-05-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,3.8393421173095703,2.3821922529923523,2.4518842697143555,0.8259410262107849,
20030501_20030521_000000000000000000b3,0,489.9,489.9,2003-05-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,9.487883567810059,8.16847200030071,8.59004211425781,3.9864861965179443,
20030501_20030521_000000000000000000b4,0,793.3,793.3,2003-05-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,9.274100303649902,8.152296187602849,8.25119686126709,6.633031368255615,
20030501_20030521_0000000000000000007f,0,0.0,0.0,2003-05-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,3.9864861965179443,2.966890061589356,3.0801978111267085,0.8142351508140564,
20030701_20030731_00000000000000000080,0,110.2,110.2,2003-07-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,-6.596436500549316,-6.821348320294897,-6.887127876281738,-6.887127876281738,
20030701_20030731_00000000000000000081,0,285.3,285.3,2003-07-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,-6.218360424041748,-6.705357816921835,-6.729421138763425,-6.881206035614014,
20030701_20030731_00000000000000000082,0,490.0,490.0,2003-07-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,-5.033699989318848,-6.062150116584001,-6.01453399658203,-6.729421138763428,
20030701_20030731_00000000000000000083,0,793.5,793.5,2003-07-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,-4.346404075622559,-5.8578619951086015,-5.968567371368412,-6.729421138763428,
20030701_20030731_000000000000000000b1,0,110.3,110.3,2003-07-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,-5.890958786010742,-6.522611836795397,-6.586789131164551,-6.887127876281738,
20030701_20030731_000000000000000000b2,0,285.4,285.4,2003-07-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,-6.014119625091553,-6.511096288195438,-6.65472173690796,-6.887127876281738,
20030701_20030731_000000000000000000b3,0,489.9,489.9,2003-07-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,-3.210707426071167,-4.442965370308277,-4.293630188984939,-6.628533363342285,
20030701_20030731_000000000000000000b4,0,793.3,793.3,2003-07-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,-5.6246256828308105,-6.0557063018180655,-6.042568206787109,-6.436982154846191,
20030701_20030731_0000000000000000007f,0,0.0,0.0,2003-07-01,0,7040014930,7040014930,0,7040014930,1,7821,29,12236.9,651407.2,true,-6.530412197113037,-6.649384098487634,-6.606634616851806,-6.887127876281738,
20030801_20030831_00000000000000000080,0,110.2,110.2,2003-08-01,0,7040394690,7040014930,7040014930,7040014930,1,7823,30,11295.1,610224.8,true,-7.244332790374756,-7.702947627396212,-7.651069641113281,-8.41701602935791,
20030801_20030831_00000000000000000081,0,285.3,285.3,2003-08-01,0,7040395190,7040014930,7040394690,7040014930,1,7825,32,40842.7,571393.9,true,-7.652400970458984,-8.389852282367707,-8.41701602935791,-9.479936599731445,
20030801_20030831_00000000000000000082,0,490.0,490.0,2003-08-01,0,7040379310,7040014930,7040395190,7040014930,1,7827,35,50865.5,260938.7,true,-8.399359703063965,-9.581902092262089,-9.707155227661136,-10.099085807800293,
20030801_20030831_00000000000000000083,0,793.5,793.5,2003-08-01,0,7040388740,7040014930,7040379310,7040014930,1,7829,37,191669.7,191669.7,true,-7.459306240081787,-8.985123031623614,-9.04473876953125,-9.865616798400879,
20030801_20030831_000000000000000000b1,0,110.3,110.3,2003-08-01,0,7040394680,7040014930,7040014930,7040014930,2,7822,31,28949.1,28949.1,true,-5.943881511688232,-6.77618305726965,-6.839442729949951,-7.651069641113281,
20030801_20030831_000000000000000000b2,0,285.4,285.4,2003-08-01,0,7040395340,7040014930,7040394690,7040014930,2,7824,33,27728.4,27728.4,true,-6.394014358520508,-7.3677200347687615,-7.253296008263638,-8.047347068786621,
20030801_20030831_000000000000000000b3,0,489.9,489.9,2003-08-01,0,7040379430,7040014930,7040395190,7040014930,2,7826,34,269628.2,269628.2,true,-8.012776374816895,-9.589710215706512,-9.707155227661138,-10.238810539245605,
20030801_20030831_000000000000000000b4,0,793.3,793.3,2003-08-01,0,7040388580,7040014930,7040379310,7040014930,2,7828,36,36185.5,36186.1,true,-9.04473876953125,-9.58979932156087,-9.645626068115236,-9.946876525878906,
